ticket_id,date,month,region,service_type,ticket_category,priority,status,response_time_minutes,resolution_time_minutes,related_incident_id,customer_segment,repeat_complaint,satisfaction_score
TCK-2026-03337,2026-09-11,2026-09,Balikpapan,Fiber Internet,Internet Down,Low,Resolved,104,1012,,Residential,false,3.4
TCK-2026-03371,2026-09-11,2026-09,Yogyakarta,IPTV,Internet Down,High,Open,50,,,Enterprise,false,
TCK-2026-03867,2026-09-11,2026-09,Denpasar,Enterprise VPN,Enterprise SLA Complaint,Low,Closed,126,726,,Residential,false,4.7
TCK-2026-04027,2026-09-11,2026-09,Jakarta,Cloud Connectivity,Slow Connection,Low,Closed,131,956,,Residential,false,4.4
TCK-2026-04185,2026-09-11,2026-09,Bandung,Voice,Router ONT Issue,Low,Open,128,,INC-2026-00062,SMB,false,
TCK-2026-04628,2026-09-11,2026-09,Yogyakarta,Mobile Broadband,Installation Delay,Low,Resolved,132,974,INC-2026-00158,Residential,false,4.5
TCK-2026-04958,2026-09-11,2026-09,Denpasar,IPTV,Installation Delay,Medium,Resolved,85,502,,SMB,false,2.8
TCK-2026-05245,2026-09-11,2026-09,Balikpapan,Cloud Connectivity,Slow Connection,Critical,Closed,12,219,INC-2026-00042,Residential,false,3.4
TCK-2026-05358,2026-09-11,2026-09,Denpasar,Cloud Connectivity,Router ONT Issue,Medium,Resolved,75,458,,SMB,false,4.8
TCK-2026-00346,2026-09-12,2026-09,Jakarta,Voice,Router ONT Issue,Medium,In Progress,70,,,SMB,false,
TCK-2026-00431,2026-09-12,2026-09,Makassar,IPTV,Internet Down,Medium,Closed,42,459,,Residential,false,3.8
TCK-2026-00526,2026-09-12,2026-09,Jakarta,Enterprise VPN,Slow Connection,Low,Resolved,139,925,,SMB,false,4.3
TCK-2026-00730,2026-09-12,2026-09,Medan,Fiber Internet,Installation Delay,High,Resolved,8,286,,Enterprise,false,4.0
TCK-2026-00834,2026-09-12,2026-09,Jakarta,Voice,Internet Down,Medium,In Progress,101,,INC-2026-01019,Residential,false,
TCK-2026-01443,2026-09-12,2026-09,Jakarta,Voice,Installation Delay,Low,Resolved,116,1067,INC-2026-01019,Residential,false,3.5
TCK-2026-01809,2026-09-12,2026-09,Palembang,Mobile Broadband,Router ONT Issue,High,Open,72,,,Residential,true,
TCK-2026-01934,2026-09-12,2026-09,Bandung,Enterprise VPN,Billing Related,Low,Resolved,113,877,INC-2026-01663,SMB,true,3.8
TCK-2026-02153,2026-09-12,2026-09,Surabaya,Mobile Broadband,Enterprise SLA Complaint,Critical,In Progress,7,,INC-2026-01960,Enterprise,false,
TCK-2026-02159,2026-09-12,2026-09,Semarang,IPTV,Slow Connection,Medium,Closed,47,376,,Enterprise,false,4.6
TCK-2026-02307,2026-09-12,2026-09,Medan,Cloud Connectivity,Intermittent Connection,Low,Resolved,103,806,INC-2026-00748,Enterprise,false,4.7
TCK-2026-02469,2026-09-12,2026-09,Balikpapan,Mobile Broadband,Enterprise SLA Complaint,High,In Progress,30,,INC-2026-01391,Residential,false,
TCK-2026-02497,2026-09-12,2026-09,Bandung,IPTV,Intermittent Connection,Low,In Progress,153,,,Enterprise,false,
TCK-2026-02767,2026-09-12,2026-09,Jakarta,Voice,Internet Down,High,Closed,25,144,INC-2026-01019,Residential,false,4.5
TCK-2026-02855,2026-09-12,2026-09,Balikpapan,IPTV,Intermittent Connection,Low,Closed,157,931,,Residential,false,4.8
TCK-2026-02933,2026-09-12,2026-09,Jakarta,Mobile Broadband,Intermittent Connection,Low,Resolved,143,1034,INC-2026-00405,Residential,false,4.4
TCK-2026-03325,2026-09-12,2026-09,Makassar,Mobile Broadband,Router ONT Issue,Medium,Closed,52,609,,SMB,false,4.5
TCK-2026-03461,2026-09-12,2026-09,Denpasar,Fiber Internet,Installation Delay,High,Resolved,14,237,INC-2026-01905,SMB,false,2.9
TCK-2026-03981,2026-09-12,2026-09,Medan,Voice,Enterprise SLA Complaint,Low,Closed,141,965,,Public Sector,false,3.8
TCK-2026-04072,2026-09-12,2026-09,Jakarta,Mobile Broadband,Router ONT Issue,Medium,Open,102,,INC-2026-00405,Residential,false,
TCK-2026-04154,2026-09-12,2026-09,Medan,Fiber Internet,Internet Down,Medium,Resolved,50,427,,Residential,false,3.7
TCK-2026-04320,2026-09-12,2026-09,Jakarta,Voice,Billing Related,Medium,Closed,89,474,INC-2026-01019,Residential,true,4.1
TCK-2026-04670,2026-09-12,2026-09,Surabaya,Mobile Broadband,Enterprise SLA Complaint,High,Closed,64,290,INC-2026-01960,Residential,false,3.6
TCK-2026-04775,2026-09-12,2026-09,Medan,Enterprise VPN,Slow Connection,Low,Resolved,100,1031,,Residential,false,4.5
TCK-2026-05101,2026-09-12,2026-09,Semarang,Mobile Broadband,Billing Related,Low,Resolved,113,1009,,Enterprise,false,4.7
TCK-2026-00158,2026-09-13,2026-09,Jakarta,Voice,Billing Related,Medium,Waiting Customer,79,,,Residential,false,
TCK-2026-00386,2026-09-13,2026-09,Makassar,Enterprise VPN,Enterprise SLA Complaint,Low,Closed,144,1011,,SMB,false,4.4
TCK-2026-00391,2026-09-13,2026-09,Balikpapan,Fiber Internet,Intermittent Connection,Medium,Waiting Customer,80,,,Residential,false,
TCK-2026-00472,2026-09-13,2026-09,Medan,IPTV,Slow Connection,Low,Resolved,128,979,,Residential,false,2.9
TCK-2026-00846,2026-09-13,2026-09,Palembang,IPTV,Billing Related,Medium,In Progress,89,,,SMB,false,
TCK-2026-00997,2026-09-13,2026-09,Denpasar,Voice,Installation Delay,Low,Closed,121,911,,Enterprise,true,4.1
TCK-2026-01494,2026-09-13,2026-09,Palembang,Fiber Internet,Router ONT Issue,High,Resolved,59,308,,Public Sector,false,3.6
TCK-2026-02992,2026-09-13,2026-09,Medan,Mobile Broadband,Billing Related,Low,Waiting Customer,123,,,Residential,false,
TCK-2026-03459,2026-09-13,2026-09,Yogyakarta,IPTV,Installation Delay,High,In Progress,16,,,Residential,false,
TCK-2026-03535,2026-09-13,2026-09,Makassar,Mobile Broadband,Router ONT Issue,High,In Progress,30,,,SMB,false,
TCK-2026-03550,2026-09-13,2026-09,Medan,IPTV,Slow Connection,High,Closed,23,289,,SMB,true,3.3
TCK-2026-04848,2026-09-13,2026-09,Surabaya,Cloud Connectivity,Installation Delay,High,Closed,42,284,,Residential,false,3.3
TCK-2026-04907,2026-09-13,2026-09,Medan,Fiber Internet,Installation Delay,Medium,In Progress,79,,,Residential,false,
TCK-2026-05234,2026-09-13,2026-09,Makassar,Voice,Intermittent Connection,Low,Closed,110,915,,Residential,false,3.9
TCK-2026-00455,2026-09-14,2026-09,Jakarta,Cloud Connectivity,Enterprise SLA Complaint,Low,In Progress,116,,,Residential,false,
TCK-2026-00564,2026-09-14,2026-09,Palembang,Fiber Internet,Enterprise SLA Complaint,Medium,Open,61,,INC-2026-00021,Residential,false,
TCK-2026-01216,2026-09-14,2026-09,Yogyakarta,IPTV,Internet Down,Low,Open,113,,,Residential,true,
TCK-2026-01696,2026-09-14,2026-09,Palembang,Fiber Internet,Enterprise SLA Complaint,High,Resolved,30,271,,Enterprise,false,4.1
TCK-2026-01758,2026-09-14,2026-09,Bandung,Fiber Internet,Slow Connection,Medium,Closed,67,455,,Residential,false,4.6
TCK-2026-02378,2026-09-14,2026-09,Jakarta,Enterprise VPN,Slow Connection,Medium,Resolved,74,422,,Residential,false,4.2
TCK-2026-02488,2026-09-14,2026-09,Bandung,Mobile Broadband,Enterprise SLA Complaint,High,Resolved,20,296,,Public Sector,false,3.6
TCK-2026-03487,2026-09-14,2026-09,Semarang,Enterprise VPN,Billing Related,Medium,In Progress,63,,INC-2026-01664,Enterprise,false,
TCK-2026-03834,2026-09-14,2026-09,Medan,Voice,Internet Down,Low,Waiting Customer,119,,,SMB,false,
TCK-2026-03952,2026-09-14,2026-09,Surabaya,Cloud Connectivity,Installation Delay,Medium,Resolved,70,572,,SMB,false,2.9
TCK-2026-04943,2026-09-14,2026-09,Balikpapan,Fiber Internet,Enterprise SLA Complaint,Medium,In Progress,96,,,SMB,false,
TCK-2026-00052,2026-09-15,2026-09,Surabaya,Mobile Broadband,Internet Down,Low,Resolved,101,941,INC-2026-00931,Residential,false,3.8
TCK-2026-00683,2026-09-15,2026-09,Denpasar,IPTV,Installation Delay,Medium,Closed,70,452,,Residential,false,2.9
TCK-2026-00855,2026-09-15,2026-09,Makassar,Mobile Broadband,Intermittent Connection,Medium,Resolved,43,426,,Residential,false,4.4
TCK-2026-01098,2026-09-15,2026-09,Semarang,Mobile Broadband,Slow Connection,Medium,Closed,67,563,,Residential,false,5
TCK-2026-01383,2026-09-15,2026-09,Makassar,Cloud Connectivity,Intermittent Connection,Low,Closed,125,977,INC-2026-01688,Residential,false,4.1
TCK-2026-01878,2026-09-15,2026-09,Semarang,Mobile Broadband,Installation Delay,Medium,Closed,55,486,INC-2026-01412,Residential,true,3.7
TCK-2026-02859,2026-09-15,2026-09,Balikpapan,Enterprise VPN,Enterprise SLA Complaint,Medium,In Progress,64,,,Residential,false,
TCK-2026-03015,2026-09-15,2026-09,Denpasar,Enterprise VPN,Slow Connection,Medium,Resolved,92,529,INC-2026-00249,Residential,false,3.1
TCK-2026-03850,2026-09-15,2026-09,Medan,Enterprise VPN,Installation Delay,Medium,Open,77,,INC-2026-01611,Residential,false,
TCK-2026-04152,2026-09-15,2026-09,Jakarta,Cloud Connectivity,Installation Delay,Low,Resolved,118,978,,SMB,false,4.2
TCK-2026-05025,2026-09-15,2026-09,Surabaya,Mobile Broadband,Intermittent Connection,High,In Progress,59,,INC-2026-00931,Enterprise,false,
TCK-2026-00070,2026-09-16,2026-09,Surabaya,Mobile Broadband,Slow Connection,High,Resolved,71,157,,Residential,false,3.1
TCK-2026-00134,2026-09-16,2026-09,Medan,IPTV,Slow Connection,Low,Waiting Customer,145,,,Residential,false,
TCK-2026-01517,2026-09-16,2026-09,Surabaya,Mobile Broadband,Intermittent Connection,Low,Closed,107,976,,Residential,false,4.9
TCK-2026-01567,2026-09-16,2026-09,Surabaya,IPTV,Router ONT Issue,High,In Progress,34,,,Enterprise,false,
TCK-2026-02148,2026-09-16,2026-09,Medan,Voice,Installation Delay,Low,Closed,136,732,,Enterprise,false,4.9
TCK-2026-02225,2026-09-16,2026-09,Jakarta,Mobile Broadband,Billing Related,High,Closed,36,221,,Residential,false,3.1
TCK-2026-03160,2026-09-16,2026-09,Semarang,Mobile Broadband,Billing Related,High,Waiting Customer,40,,INC-2026-01373,SMB,false,
TCK-2026-03228,2026-09-16,2026-09,Surabaya,Mobile Broadband,Slow Connection,Low,Resolved,127,932,,SMB,false,3.7
TCK-2026-03503,2026-09-16,2026-09,Medan,Cloud Connectivity,Enterprise SLA Complaint,Low,Waiting Customer,96,,,Public Sector,true,
TCK-2026-03534,2026-09-16,2026-09,Denpasar,Mobile Broadband,Installation Delay,High,Closed,37,251,,SMB,true,4.3
TCK-2026-03666,2026-09-16,2026-09,Semarang,IPTV,Billing Related,Low,Resolved,106,905,,Public Sector,false,4.0
TCK-2026-04102,2026-09-16,2026-09,Makassar,IPTV,Internet Down,Low,In Progress,135,,,SMB,false,
TCK-2026-05215,2026-09-16,2026-09,Makassar,Cloud Connectivity,Installation Delay,High,Resolved,57,316,INC-2026-01627,Residential,false,4.0
TCK-2026-00068,2026-09-17,2026-09,Palembang,Voice,Internet Down,Low,Closed,90,797,,SMB,true,3.9
TCK-2026-00693,2026-09-17,2026-09,Denpasar,Mobile Broadband,Enterprise SLA Complaint,Critical,Resolved,36,139,,SMB,false,2.7
TCK-2026-01123,2026-09-17,2026-09,Surabaya,Mobile Broadband,Installation Delay,Low,Open,97,,,Residential,false,
TCK-2026-02038,2026-09-17,2026-09,Surabaya,Cloud Connectivity,Installation Delay,High,Resolved,36,256,INC-2026-01656,Residential,false,2.7
TCK-2026-02731,2026-09-17,2026-09,Makassar,IPTV,Slow Connection,High,Waiting Customer,53,,INC-2026-01483,Public Sector,false,
TCK-2026-02782,2026-09-17,2026-09,Yogyakarta,IPTV,Intermittent Connection,High,Waiting Customer,60,,,Residential,false,
TCK-2026-02819,2026-09-17,2026-09,Surabaya,Cloud Connectivity,Enterprise SLA Complaint,Low,Resolved,103,939,INC-2026-01656,Residential,false,4.7
TCK-2026-03798,2026-09-17,2026-09,Semarang,Fiber Internet,Intermittent Connection,Medium,Resolved,95,323,,Residential,false,3.7
TCK-2026-04983,2026-09-17,2026-09,Makassar,IPTV,Billing Related,Critical,Resolved,13,89,INC-2026-01483,Residential,false,4.3
TCK-2026-05187,2026-09-17,2026-09,Surabaya,Cloud Connectivity,Slow Connection,High,Resolved,40,168,INC-2026-01656,SMB,true,4.8
TCK-2026-05343,2026-09-17,2026-09,Jakarta,Mobile Broadband,Enterprise SLA Complaint,High,In Progress,12,,INC-2026-00001,Enterprise,false,
TCK-2026-00405,2026-09-18,2026-09,Makassar,Enterprise VPN,Slow Connection,Low,Resolved,160,949,,Residential,false,3.1
TCK-2026-00617,2026-09-18,2026-09,Balikpapan,Voice,Internet Down,Medium,Resolved,44,492,INC-2026-01862,Residential,false,4.8
TCK-2026-00627,2026-09-18,2026-09,Semarang,Voice,Installation Delay,Low,Waiting Customer,126,,,SMB,false,
TCK-2026-00927,2026-09-18,2026-09,Denpasar,Mobile Broadband,Enterprise SLA Complaint,Medium,Closed,79,458,INC-2026-01590,Residential,false,4.3
TCK-2026-01268,2026-09-18,2026-09,Denpasar,Cloud Connectivity,Slow Connection,High,Resolved,30,162,INC-2026-01414,Residential,false,2.8
TCK-2026-01368,2026-09-18,2026-09,Medan,Mobile Broadband,Internet Down,Medium,Resolved,69,327,,Residential,false,5
TCK-2026-01549,2026-09-18,2026-09,Denpasar,Cloud Connectivity,Slow Connection,Low,Resolved,97,964,INC-2026-01414,Residential,false,3.7
TCK-2026-02147,2026-09-18,2026-09,Semarang,Enterprise VPN,Internet Down,Medium,Waiting Customer,60,,INC-2026-01138,Residential,false,
TCK-2026-02765,2026-09-18,2026-09,Jakarta,Enterprise VPN,Internet Down,High,Closed,20,257,,Residential,false,2.5
TCK-2026-02849,2026-09-18,2026-09,Balikpapan,Fiber Internet,Billing Related,Low,Resolved,116,929,,SMB,true,3.6
TCK-2026-03060,2026-09-18,2026-09,Jakarta,Cloud Connectivity,Internet Down,Low,Waiting Customer,117,,,Residential,false,
TCK-2026-03309,2026-09-18,2026-09,Semarang,Enterprise VPN,Internet Down,High,Resolved,37,292,INC-2026-01138,Residential,false,3.4
TCK-2026-03501,2026-09-18,2026-09,Palembang,Cloud Connectivity,Slow Connection,High,In Progress,14,,,SMB,false,
TCK-2026-03561,2026-09-18,2026-09,Surabaya,Enterprise VPN,Billing Related,High,Closed,29,349,,Residential,false,2.6
TCK-2026-03808,2026-09-18,2026-09,Jakarta,IPTV,Router ONT Issue,Low,Resolved,117,811,,Residential,false,3.4
TCK-2026-03894,2026-09-18,2026-09,Semarang,Enterprise VPN,Slow Connection,Low,Closed,123,936,INC-2026-01138,Enterprise,false,4.4
TCK-2026-03918,2026-09-18,2026-09,Balikpapan,Cloud Connectivity,Router ONT Issue,Medium,Resolved,60,464,INC-2026-01232,Residential,false,4.3
TCK-2026-04804,2026-09-18,2026-09,Makassar,IPTV,Installation Delay,Medium,Closed,34,410,INC-2026-02021,Enterprise,false,4.1
TCK-2026-04908,2026-09-18,2026-09,Jakarta,Cloud Connectivity,Enterprise SLA Complaint,Medium,Resolved,70,397,,Public Sector,false,4.0
TCK-2026-04940,2026-09-18,2026-09,Palembang,Enterprise VPN,Internet Down,Medium,Resolved,51,421,,Enterprise,false,4.8
TCK-2026-05130,2026-09-18,2026-09,Denpasar,Cloud Connectivity,Slow Connection,Medium,Resolved,57,507,INC-2026-01414,Enterprise,false,3.7
TCK-2026-00332,2026-09-19,2026-09,Jakarta,Fiber Internet,Router ONT Issue,Medium,Resolved,101,436,,Residential,false,4.7
TCK-2026-00519,2026-09-19,2026-09,Surabaya,Mobile Broadband,Internet Down,High,In Progress,55,,INC-2026-00624,SMB,false,
TCK-2026-00653,2026-09-19,2026-09,Bandung,Enterprise VPN,Installation Delay,Medium,Resolved,85,511,INC-2026-01135,SMB,false,4.1
TCK-2026-00915,2026-09-19,2026-09,Denpasar,Cloud Connectivity,Intermittent Connection,Medium,In Progress,53,,,Residential,false,
TCK-2026-00949,2026-09-19,2026-09,Surabaya,Cloud Connectivity,Router ONT Issue,High,Closed,71,344,INC-2026-00757,Enterprise,false,4.2
TCK-2026-01002,2026-09-19,2026-09,Bandung,Voice,Enterprise SLA Complaint,Critical,Closed,31,113,,Residential,false,3.8
TCK-2026-02117,2026-09-19,2026-09,Palembang,IPTV,Internet Down,Medium,Waiting Customer,51,,,Residential,false,
TCK-2026-02417,2026-09-19,2026-09,Palembang,IPTV,Billing Related,Critical,In Progress,11,,,Residential,false,
TCK-2026-02495,2026-09-19,2026-09,Yogyakarta,Enterprise VPN,Installation Delay,High,Closed,46,236,,Residential,false,2.6
TCK-2026-02559,2026-09-19,2026-09,Balikpapan,Cloud Connectivity,Enterprise SLA Complaint,Medium,Waiting Customer,90,,INC-2026-01422,Residential,false,
TCK-2026-02596,2026-09-19,2026-09,Yogyakarta,Enterprise VPN,Router ONT Issue,High,Closed,64,269,,Residential,true,3.2
TCK-2026-03153,2026-09-19,2026-09,Yogyakarta,IPTV,Slow Connection,High,Waiting Customer,41,,,Residential,false,
TCK-2026-03303,2026-09-19,2026-09,Surabaya,Mobile Broadband,Intermittent Connection,Medium,Closed,64,553,INC-2026-00624,SMB,false,4.6
TCK-2026-03332,2026-09-19,2026-09,Yogyakarta,Fiber Internet,Router ONT Issue,Low,Open,120,,,Residential,false,
TCK-2026-03522,2026-09-19,2026-09,Jakarta,Voice,Billing Related,Medium,Resolved,81,520,,SMB,false,4.3
TCK-2026-04176,2026-09-19,2026-09,Yogyakarta,Mobile Broadband,Billing Related,Medium,Resolved,70,531,,Residential,false,4.2
TCK-2026-04562,2026-09-19,2026-09,Bandung,Enterprise VPN,Enterprise SLA Complaint,Low,In Progress,101,,,SMB,false,
TCK-2026-05005,2026-09-19,2026-09,Denpasar,Enterprise VPN,Internet Down,Medium,Closed,125,672,,Residential,false,5
TCK-2026-05132,2026-09-19,2026-09,Semarang,Voice,Enterprise SLA Complaint,Low,Resolved,118,909,,Residential,false,5
TCK-2026-05283,2026-09-19,2026-09,Surabaya,Mobile Broadband,Internet Down,High,Resolved,29,283,INC-2026-00624,SMB,false,3.2
TCK-2026-05381,2026-09-19,2026-09,Palembang,IPTV,Internet Down,High,Waiting Customer,29,,,Residential,false,
TCK-2026-00528,2026-09-20,2026-09,Denpasar,Voice,Internet Down,Medium,Resolved,41,459,,Enterprise,false,5
TCK-2026-00995,2026-09-20,2026-09,Denpasar,Enterprise VPN,Router ONT Issue,Medium,Resolved,89,429,INC-2026-00504,Residential,false,4.1
TCK-2026-01702,2026-09-20,2026-09,Surabaya,Mobile Broadband,Installation Delay,Low,In Progress,137,,INC-2026-01820,SMB,true,
TCK-2026-02287,2026-09-20,2026-09,Medan,Voice,Router ONT Issue,High,Resolved,19,304,,SMB,false,2.4
TCK-2026-02356,2026-09-20,2026-09,Jakarta,Voice,Internet Down,Low,In Progress,65,,INC-2026-01344,SMB,false,
TCK-2026-02614,2026-09-20,2026-09,Denpasar,Enterprise VPN,Intermittent Connection,Low,Closed,124,1046,INC-2026-00504,Residential,false,3.6
TCK-2026-04384,2026-09-20,2026-09,Denpasar,Voice,Billing Related,Critical,Resolved,8,173,INC-2026-01821,Residential,true,3.8
TCK-2026-04593,2026-09-20,2026-09,Denpasar,Enterprise VPN,Intermittent Connection,Medium,Resolved,90,401,INC-2026-00504,Enterprise,false,3.2
TCK-2026-04786,2026-09-20,2026-09,Jakarta,Voice,Router ONT Issue,Low,Resolved,88,944,INC-2026-01344,SMB,false,5
TCK-2026-05002,2026-09-20,2026-09,Denpasar,Cloud Connectivity,Installation Delay,Medium,Resolved,60,583,INC-2026-00026,Residential,false,3.2
TCK-2026-05104,2026-09-20,2026-09,Palembang,Voice,Billing Related,Medium,Resolved,78,514,INC-2026-00184,Enterprise,false,4.5
TCK-2026-05302,2026-09-20,2026-09,Denpasar,Cloud Connectivity,Installation Delay,Medium,In Progress,104,,INC-2026-00026,SMB,false,
TCK-2026-05351,2026-09-20,2026-09,Jakarta,Cloud Connectivity,Billing Related,Low,Open,136,,,Residential,false,
TCK-2026-00048,2026-09-21,2026-09,Medan,Cloud Connectivity,Installation Delay,High,In Progress,44,,,Residential,false,
TCK-2026-00301,2026-09-21,2026-09,Bandung,Enterprise VPN,Billing Related,High,Resolved,24,421,INC-2026-01764,SMB,true,3.3
TCK-2026-00304,2026-09-21,2026-09,Yogyakarta,IPTV,Internet Down,Low,Closed,110,970,,Enterprise,false,3.5
TCK-2026-00841,2026-09-21,2026-09,Jakarta,Cloud Connectivity,Intermittent Connection,Medium,Resolved,94,536,,Residential,false,4.4
TCK-2026-02335,2026-09-21,2026-09,Makassar,Mobile Broadband,Router ONT Issue,Low,Resolved,94,923,,Residential,false,4.4
TCK-2026-02365,2026-09-21,2026-09,Jakarta,IPTV,Billing Related,Low,Waiting Customer,120,,INC-2026-02200,Residential,false,
TCK-2026-02690,2026-09-21,2026-09,Yogyakarta,Cloud Connectivity,Internet Down,High,Resolved,7,230,INC-2026-02192,Residential,true,3.5
TCK-2026-02962,2026-09-21,2026-09,Semarang,Cloud Connectivity,Enterprise SLA Complaint,Medium,Resolved,61,424,,Residential,false,5
TCK-2026-03352,2026-09-21,2026-09,Medan,Fiber Internet,Internet Down,Low,Resolved,128,989,,Residential,false,3.3
TCK-2026-04215,2026-09-21,2026-09,Yogyakarta,Cloud Connectivity,Router ONT Issue,Medium,Resolved,57,393,INC-2026-02192,Residential,false,4.1
TCK-2026-04243,2026-09-21,2026-09,Jakarta,IPTV,Billing Related,Medium,In Progress,91,,INC-2026-02200,Residential,false,
TCK-2026-04622,2026-09-21,2026-09,Denpasar,Cloud Connectivity,Router ONT Issue,Medium,Resolved,91,452,,SMB,false,3.8
TCK-2026-04875,2026-09-21,2026-09,Balikpapan,Enterprise VPN,Billing Related,High,Closed,25,166,INC-2026-01049,Residential,false,3.8
TCK-2026-05089,2026-09-21,2026-09,Denpasar,Fiber Internet,Enterprise SLA Complaint,Low,In Progress,97,,,Enterprise,true,
TCK-2026-05400,2026-09-21,2026-09,Yogyakarta,Cloud Connectivity,Enterprise SLA Complaint,Medium,Waiting Customer,52,,INC-2026-02192,SMB,false,
TCK-2026-00271,2026-09-22,2026-09,Medan,Cloud Connectivity,Intermittent Connection,High,In Progress,23,,INC-2026-02078,Residential,false,
TCK-2026-00765,2026-09-22,2026-09,Bandung,Voice,Slow Connection,Low,Resolved,149,867,,Residential,false,4.2
TCK-2026-01714,2026-09-22,2026-09,Denpasar,Cloud Connectivity,Installation Delay,Low,Waiting Customer,148,,INC-2026-00983,Residential,false,
TCK-2026-02045,2026-09-22,2026-09,Medan,Cloud Connectivity,Installation Delay,Medium,Closed,78,564,INC-2026-02078,Residential,false,3.1
TCK-2026-02109,2026-09-22,2026-09,Palembang,IPTV,Router ONT Issue,Low,Closed,134,838,INC-2026-01491,Residential,false,3.9
TCK-2026-02509,2026-09-22,2026-09,Semarang,Fiber Internet,Internet Down,Medium,Waiting Customer,74,,,Residential,false,
TCK-2026-02897,2026-09-22,2026-09,Yogyakarta,IPTV,Intermittent Connection,High,Resolved,34,216,,Residential,false,2.9
TCK-2026-03635,2026-09-22,2026-09,Palembang,IPTV,Router ONT Issue,High,Resolved,63,201,,Residential,false,4.0
TCK-2026-03767,2026-09-22,2026-09,Semarang,Voice,Internet Down,High,In Progress,45,,INC-2026-01806,Residential,true,
TCK-2026-04857,2026-09-22,2026-09,Medan,IPTV,Internet Down,Medium,Closed,46,509,,Residential,false,3.8
TCK-2026-04871,2026-09-22,2026-09,Semarang,Mobile Broadband,Router ONT Issue,Medium,Resolved,86,377,,Public Sector,false,5
TCK-2026-00022,2026-09-23,2026-09,Balikpapan,Cloud Connectivity,Slow Connection,High,Resolved,2,272,,Residential,false,2.9
TCK-2026-00535,2026-09-23,2026-09,Medan,Enterprise VPN,Enterprise SLA Complaint,Low,Open,102,,,Residential,false,
TCK-2026-00769,2026-09-23,2026-09,Balikpapan,Cloud Connectivity,Router ONT Issue,Low,Closed,127,844,,Residential,false,4.2
TCK-2026-01230,2026-09-23,2026-09,Medan,Enterprise VPN,Router ONT Issue,High,Resolved,37,223,INC-2026-00033,Residential,true,2.8
TCK-2026-01533,2026-09-23,2026-09,Denpasar,Cloud Connectivity,Slow Connection,Low,Resolved,129,814,,Residential,false,3.7
TCK-2026-01556,2026-09-23,2026-09,Balikpapan,Mobile Broadband,Router ONT Issue,Low,Closed,117,843,,SMB,false,3.1
TCK-2026-01985,2026-09-23,2026-09,Yogyakarta,IPTV,Router ONT Issue,Medium,In Progress,85,,,Enterprise,false,
TCK-2026-01990,2026-09-23,2026-09,Yogyakarta,Mobile Broadband,Intermittent Connection,High,Closed,34,213,,Residential,false,4.6
TCK-2026-02062,2026-09-23,2026-09,Jakarta,Mobile Broadband,Intermittent Connection,Medium,Closed,73,474,,Enterprise,false,3.4
TCK-2026-02655,2026-09-23,2026-09,Balikpapan,IPTV,Internet Down,Medium,Resolved,88,482,INC-2026-01268,Residential,false,3.7
TCK-2026-02942,2026-09-23,2026-09,Jakarta,Mobile Broadband,Enterprise SLA Complaint,Medium,Resolved,77,586,,Public Sector,false,4.5
TCK-2026-03599,2026-09-23,2026-09,Medan,Enterprise VPN,Installation Delay,Low,In Progress,124,,INC-2026-00033,Public Sector,false,
TCK-2026-03602,2026-09-23,2026-09,Medan,Voice,Intermittent Connection,Low,In Progress,77,,INC-2026-00019,SMB,false,
TCK-2026-03855,2026-09-23,2026-09,Medan,Enterprise VPN,Intermittent Connection,Low,Closed,103,1004,INC-2026-00033,Residential,false,2.9
TCK-2026-03916,2026-09-23,2026-09,Medan,Voice,Intermittent Connection,Medium,Resolved,58,437,INC-2026-00019,Residential,false,3.6
TCK-2026-04137,2026-09-23,2026-09,Medan,Enterprise VPN,Installation Delay,High,Closed,23,233,INC-2026-00033,Enterprise,false,2.9
TCK-2026-04151,2026-09-23,2026-09,Balikpapan,IPTV,Internet Down,Low,Resolved,108,987,INC-2026-01268,Public Sector,false,3.4
TCK-2026-04201,2026-09-23,2026-09,Balikpapan,IPTV,Router ONT Issue,Medium,Resolved,61,539,INC-2026-01268,Public Sector,false,5
TCK-2026-04258,2026-09-23,2026-09,Jakarta,Mobile Broadband,Slow Connection,Low,Resolved,115,966,,Residential,false,4.8
TCK-2026-00132,2026-09-24,2026-09,Surabaya,Enterprise VPN,Router ONT Issue,Medium,In Progress,92,,,Enterprise,true,
TCK-2026-00515,2026-09-24,2026-09,Denpasar,Mobile Broadband,Slow Connection,Critical,Open,8,,,Residential,true,
TCK-2026-00747,2026-09-24,2026-09,Jakarta,IPTV,Intermittent Connection,Medium,Waiting Customer,96,,,Residential,false,
TCK-2026-01161,2026-09-24,2026-09,Bandung,Fiber Internet,Enterprise SLA Complaint,High,Resolved,32,149,,Residential,false,2.9
TCK-2026-01657,2026-09-24,2026-09,Yogyakarta,Enterprise VPN,Enterprise SLA Complaint,High,Resolved,11,397,INC-2026-01612,Residential,false,3.0
TCK-2026-01925,2026-09-24,2026-09,Semarang,Mobile Broadband,Billing Related,High,Resolved,9,72,INC-2026-00206,Residential,false,3.8
TCK-2026-02105,2026-09-24,2026-09,Bandung,Mobile Broadband,Intermittent Connection,Low,Resolved,113,1001,INC-2026-01736,Residential,false,3.9
TCK-2026-02478,2026-09-24,2026-09,Makassar,Mobile Broadband,Billing Related,Medium,Resolved,67,518,INC-2026-01390,Residential,false,3.9
